asset_name,source_uri,source_name,edge_pcode,edge_name,target_uri,target_name,source_weight,target_weight
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/Confessions_of_a_Data_Product,Confessions of a data product,P921,main subject,http://www.wikidata.org/wiki/Q2374463,Data science,1,4
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/MathCo,Mathco,pcode,field of work,http://www.wikidata.org/wiki/Q2374463,Data science,6,4
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/Data_product,Data product,P527,has part,http://www.wikidata.org/wiki/Q42848,Data,17,44
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/Data_product,Data product,P279,subclass of,http://www.wikidata.org/wiki/Q1796457,Product,17,37
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/For_business,For business,P279,subclass of,http://www.wikidata.org/wiki/Q4830453,Business,2,10
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/plan_of_action,Plan of action,P527,has part,http://www.wikidata.org/wiki/Q224414,Category,1,1
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/Think_continuous,Think continuous,P279,subclass of,http://www.wikidata.org/wiki/Q1126182,Connect,1,2
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/Think_continuous,Think continuous,P279,subclass of,http://www.wikidata.org/wiki/Q1371819,Plan,1,3
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/work_stream,Work stream,P279,subclass of,http://www.wikidata.org/wiki/Q382618,Continuous,3,4
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/finding_what_works_or_does_nt,Finding what works or does nt,P1889,different from,http://www.wikidata.org/wiki/Q101965,Experimenting,1,1
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/True_data_scientist,True data scientist,P279,subclass of,http://www.wikidata.org/wiki/Q81096,Engineers,4,1
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/Look_Forward,Look forward,P461,opposite of,http://www.wikidata.org/wiki/Q351698,Grow,1,4
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/Look_Backward,Look backward,P921,main subject,http://www.wikidata.org/wiki/Q2374463,Data science,1,4
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/Data_product,Data product,P366,use,http://www.wikidata.org/wiki/Q485396,Analytics,17,12
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/cross_-_functional,Cross - functional,P279,subclass of,http://www.wikidata.org/wiki/Q1145523,Collaboration,1,2
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/MathCo,Mathco,P31,instance of,http://www.wikidata.org/wiki/Q4830453,Business,6,10
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/CXO_Dashboard,Cxo dashboard,P366,use,http://www.wikidata.org/wiki/Q16861226,Performance analysis,1,1
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/MathCo,Mathco,P1056,product or material produced,http://www.wikidata.org/wiki/Q42848,Data,6,44
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/Stream_analytics,Stream analytics,P279,subclass of,http://www.wikidata.org/wiki/Q1407599,Video analytics,1,1
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/Educate_Data_scientist,Educate data scientist,P425,field of this occupation,http://www.wikidata.org/wiki/Q2374463,Data scientist,1,8
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/Data_product,Data product,P2579,studied by,http://www.wikidata.org/wiki/Q2374463,Data scientist,17,8
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/Full_stack_Data_Scientist,Full stack data scientist,P279,subclass of,http://www.wikidata.org/wiki/Q2374463,Data scientist,1,8
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/MathCo,Mathco,pcode,field of work,http://www.wikidata.org/wiki/Q2374463,Data science,6,2
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/end_-_to_-_end_analytics,End - to - end analytics,P279,subclass of,http://www.wikidata.org/wiki/Q485396,Analytics,1,8
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/MathCo,Mathco,P527,has part,http://www.wikidata.org/wiki/Q11023,Engineering,6,10
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/MathCo,Mathco,pcode,field of work,http://www.wikidata.org/wiki/Q60596709,Data engineering,6,2
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/Product_Research_and_Design,Product research and design,P361,part of,http://www.wikidata.org/wiki/Q1780667,Product management,1,9
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/Product_Research_and_Design,Product research and design,P279,subclass of,http://www.wikidata.org/wiki/Q82604,Design,1,42
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/Agile_framework_of_product_development,Agile framework of product development,P1269,facet of,http://www.wikidata.org/wiki/Q1395034,Product development,2,4
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/Resource_Manager,Resource manager,P31,instance of,http://www.wikidata.org/wiki/Q1796457,Products,1,14
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/Resource_Manager,Resource manager,P31,instance of,http://www.wikidata.org/wiki/Q39546,Tool,1,2
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/Clickable_Prototypes,Clickable prototypes,P366,use,http://www.wikidata.org/wiki/Q42332,Pdf,4,1
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/Clickable_Prototype,Clickable prototype,P31,instance of,http://www.wikidata.org/wiki/Q189210,Webapp,4,1
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/test_case_libraries,Test case libraries,P366,use,http://www.wikidata.org/wiki/Q13424265,Security testing,1,1
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/automated_test_coverage,Automated test coverage,P366,use,http://www.wikidata.org/wiki/Q13424265,Security testing,1,1
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/automated_test_coverage,Automated test coverage,P1269,facet of,http://www.wikidata.org/wiki/Q836575,Quality assurance,1,4
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/Post_industrialization,Post industrialization,P279,subclass of,http://www.wikidata.org/wiki/Q202398,Industrialization,1,2
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/problem_-_solving,Problem - solving,P279,subclass of,http://www.wikidata.org/wiki/Q4781711,Approach,1,4
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/What_do_we_want_to_achieve,What do we want to achieve,P31,instance of,http://www.wikidata.org/wiki/Q4673667,Achieve,1,2
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/Finding_the_solution,Finding the solution,P361,part of,http://www.wikidata.org/wiki/Q109551830,5 stages,1,1
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/understanding_of_user,Understanding of user,P2579,studied by,http://www.wikidata.org/wiki/Q42240,Research,1,6
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/Ideate,Ideate,P361,part of,http://www.wikidata.org/wiki/Q82604,Design,1,42
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/Build_a_prototype,Build a prototype,P527,has part,http://www.wikidata.org/wiki/Q207977,Prototype,1,13
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/MathCo,Mathco,pcode,field of work,http://www.wikidata.org/wiki/Q1043226,Product design,6,16
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/experimental_model,Experimental model,P279,subclass of,http://www.wikidata.org/wiki/Q207977,Prototype,1,13
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/test_a_prototype,Test a prototype,P279,subclass of,http://www.wikidata.org/wiki/Q207977,Prototype,1,13
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/development_efforts,Development efforts,P527,has part,http://www.wikidata.org/wiki/Q340724,Development,1,9
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/segments_of_the_business,Segments of the business,P527,has part,http://www.wikidata.org/wiki/Q200975,Domains,1,1
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/component_library,Component library,P527,has part,http://www.wikidata.org/wiki/Q226635,Components,1,1
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/everyday_lives,Everyday lives,P279,subclass of,http://www.wikidata.org/wiki/Q1124515,Human experience,1,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Focus_Engineering_Team,Focus engineering team,P527,has part,http://www.wikidata.org/wiki/Q1387137,Introduction,1,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Thomas_Edison_observation,Thomas edison observation,pcode,named after,http://www.wikidata.org/wiki/Q8743,Thomas edison,1,2
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Fundamental_Principle,Fundamental principle,P1269,facet of,http://www.wikidata.org/wiki/Q1395034,Product development,2,9
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Front_-_end,Front - end,P361,part of,http://www.wikidata.org/wiki/Q1395034,Product development,14,9
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Back_-_end,Back - end,P361,part of,http://www.wikidata.org/wiki/Q1395034,Product development,13,9
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/functionalities,Functionalities,P361,part of,http://www.wikidata.org/wiki/Q1395034,Product development,2,9
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/functionalities,Functionalities,P279,subclass of,http://www.wikidata.org/wiki/Q11024,Communicate,2,4
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/front_-_end,Front - end,P361,part of,http://www.wikidata.org/wiki/Q346996,Front,14,16
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/front_-_end,Front - end,P279,subclass of,http://www.wikidata.org/wiki/Q294834,Application,14,15
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/front_-_end,Front - end,P461,opposite of,http://www.wikidata.org/wiki/Q1352449,Client side,14,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Front_-_end,Front - end,P361,part of,http://www.wikidata.org/wiki/Q1352449,Client side,14,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Front_-_end,Front - end,P361,part of,http://www.wikidata.org/wiki/Q294834,Application,14,15
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/navigation_menu,Navigation menu,P361,part of,http://www.wikidata.org/wiki/Q35127,Website,1,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/responsive,Responsive,P279,subclass of,http://www.wikidata.org/wiki/Q4116892,Responsiveness,2,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/responsive,Responsive,P279,subclass of,http://www.wikidata.org/wiki/Q1199068,Site,2,3
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Back_-_end,Back - end,P361,part of,http://www.wikidata.org/wiki/Q3480072,Server,13,6
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Back_-_end,Back - end,P461,opposite of,http://www.wikidata.org/wiki/Q16278284,Client,13,3
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Back_-_end,Back - end,P361,part of,http://www.wikidata.org/wiki/Q294834,Application,13,15
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Back_-_end,Back - end,P279,subclass of,http://www.wikidata.org/wiki/Q7397,Software,13,9
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/front_-_end,Front - end,P279,subclass of,http://www.wikidata.org/wiki/Q7397,Software,14,9
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/front_-_end,Front - end,P361,part of,http://www.wikidata.org/wiki/Q294834,Application,14,15
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/MathCo,Mathco,P277,programming language,http://www.wikidata.org/wiki/Q756100,Nodejs,6,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/MathCo,Mathco,P277,programming language,http://www.wikidata.org/wiki/Q8811,Html,6,6
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/MathCo,Mathco,P277,programming language,http://www.wikidata.org/wiki/Q46441,Css,6,6
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/MathCo,Mathco,P277,programming language,http://www.wikidata.org/wiki/Q2005,Javascript,6,5
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/frame_of_you_bed,Frame of you bed,P460,said to be the same as,http://www.wikidata.org/wiki/Q8811,Html,1,6
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Back_-_end,Back - end,P279,subclass of,http://www.wikidata.org/wiki/Q409857,Developer,13,7
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Back_-_end,Back - end,P279,subclass of,http://www.wikidata.org/wiki/Q409857,Developers,13,4
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/back_-_end,Back - end,P279,subclass of,http://www.wikidata.org/wiki/Q11016,Technologies,13,2
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Back_-_end_development,Back - end development,P1269,facet of,http://www.wikidata.org/wiki/Q2526135,Security,1,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Back_-_end_development,Back - end development,P361,part of,http://www.wikidata.org/wiki/Q1395034,Product development,1,9
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/variety_of_software,Variety of software,P1889,different from,http://www.wikidata.org/wiki/Q315,Languages,1,8
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/back-,Back-,P279,subclass of,http://www.wikidata.org/wiki/Q638608,Software development,1,2
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/front_-_end_app,Front - end app,P1889,different from,http://www.wikidata.org/wiki/Q399128,Browser,2,4
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Test_-_Driven_Development,Test - driven development,P361,part of,http://www.wikidata.org/wiki/Q423392,Tdd,1,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Pair_Programming_and_the_code_Review,Pair programming and the code review,P366,use,http://www.wikidata.org/wiki/Q607013,Pair programming,1,2
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/customer_confidence,Customer confidence,P31,instance of,http://www.wikidata.org/wiki/Q1530061,Credibility,1,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/MathCo,Mathco,P1056,product or material produced,http://www.wikidata.org/wiki/Q1796457,Product,6,32
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Manual_Testing_and_Automation_Testing,Manual testing and automation testing,P1889,different from,http://www.wikidata.org/wiki/Q1475717,Automation testing,2,4
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/initialized,Initialized,P279,subclass of,http://www.wikidata.org/wiki/Q10954303,Variable,1,2
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/defects_leaks,Defects leaks,P279,subclass of,http://www.wikidata.org/wiki/Q52653,Defects,2,5
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/time_-_consuming_task,Time - consuming task,P279,subclass of,http://www.wikidata.org/wiki/Q6752328,Manual testing,1,6
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/end_-_to_-_end,End - to - end,P279,subclass of,http://www.wikidata.org/wiki/Q224615,Test,1,58
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/automation_test_framework,Automation test framework,P366,use,http://www.wikidata.org/wiki/Q5326904,Early warning system,1,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/test_NG,Test ng,P31,instance of,http://www.wikidata.org/wiki/Q1289773,Framework,1,10
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/RestAssured,Restassured,P31,instance of,http://www.wikidata.org/wiki/Q1289773,Framework,1,10
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/test_NG,Test ng,P31,instance of,http://www.wikidata.org/wiki/Q7075,Libraries,1,3
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/RestAssured,Restassured,P31,instance of,http://www.wikidata.org/wiki/Q7075,Libraries,1,3
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/defects_leak,Defects leak,P279,subclass of,http://www.wikidata.org/wiki/Q224615,Testing,2,26
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/MathCo,Mathco,P366,use,http://www.wikidata.org/wiki/Q226369,Qa,6,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/QA_Practices_at_MathCo,Qa practices at mathco,P1269,facet of,http://www.wikidata.org/wiki/Q188522,Software test,1,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/positive_scenarios,Positive scenarios,P279,subclass of,http://www.wikidata.org/wiki/Q322514,Acceptance criteria,1,2
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/negative_scenarios,Negative scenarios,P279,subclass of,http://www.wikidata.org/wiki/Q322514,Acceptance criteria,1,2
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/development_process,Development process,P527,has part,http://www.wikidata.org/wiki/Q4555,Phase,1,2
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Environment_Setup,Environment setup,P1269,facet of,http://www.wikidata.org/wiki/Q1289773,Framework,2,10
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Environment_Setup,Environment setup,P1269,facet of,http://www.wikidata.org/wiki/Q224615,Tests,2,19
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/dev_code,Dev code,P279,subclass of,http://www.wikidata.org/wiki/Q58778,System,1,18
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/dev_code,Dev code,P1269,facet of,http://www.wikidata.org/wiki/Q58778,System,1,18
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/quality_check,Quality check,P279,subclass of,http://www.wikidata.org/wiki/Q2527012,Tested,1,2
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/quality_check,Quality check,P279,subclass of,http://www.wikidata.org/wiki/Q224615,Testing,1,26
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/data_pipelines,Data pipelines,P366,use,http://www.wikidata.org/wiki/Q386824,Data integration,9,1
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/data_pipelines,Data pipelines,P361,part of,http://www.wikidata.org/wiki/Q2374463,Data science,9,1
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/data_pipelines,Data pipelines,P361,part of,http://www.wikidata.org/wiki/Q60596709,Data engineer,9,2
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/Sample_Data_Pipelines,Sample data pipelines,P279,subclass of,http://www.wikidata.org/wiki/Q250434,Pipelines,1,12
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/model_pipeline,Model pipeline,P279,subclass of,http://www.wikidata.org/wiki/Q1192422,Data pipeline,1,10
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/data_pipelines,Data pipelines,P1269,facet of,http://www.wikidata.org/wiki/Q193351,Data warehousing,9,1
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/traversed,Traversed,P279,subclass of,http://www.wikidata.org/wiki/Q396800,Connector,1,4
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/Trees_and_network,Trees and network,P279,subclass of,http://www.wikidata.org/wiki/Q231053,Dag,1,10
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/ETL_process,Etl process,P279,subclass of,http://www.wikidata.org/wiki/Q231053,Dags,1,7
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/ETL_process,Etl process,P279,subclass of,http://www.wikidata.org/wiki/Q231053,Dag,1,10
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/Sample_DAG,Sample dag,P279,subclass of,http://www.wikidata.org/wiki/Q231053,Dag,1,10
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/CHARACTERISTICS_OF_AIRFLOW,Characteristics of airflow,P31,instance of,http://www.wikidata.org/wiki/Q231053,Dag,1,10
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/Pure_Python,Pure python,P277,programming language,http://www.wikidata.org/wiki/Q747452,Python,1,3
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/manage_you_workflows,Manage you workflows,P31,instance of,http://www.wikidata.org/wiki/Q189210,Web app,1,1
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/Useful_UI,Useful ui,P31,instance of,http://www.wikidata.org/wiki/Q189210,Web app,1,1
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/Easy_to_use,Easy to use,P277,programming language,http://www.wikidata.org/wiki/Q747452,Python,2,3
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/ML_workflows,Ml workflows,P1269,facet of,http://www.wikidata.org/wiki/Q2539,Machine learning,1,3
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/Automating_these_tasks,Automating these tasks,P1269,facet of,http://www.wikidata.org/wiki/Q219113,Ml,1,8
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/Record_IO_Protobuf,Record io protobuf,P31,instance of,http://www.wikidata.org/wiki/Q1645574,Protobuf,1,2
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/Record_IO_Protobuf,Record io protobuf,P31,instance of,http://www.wikidata.org/wiki/Q227863,Format,1,5
