asset_name,entity_uri
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q1356
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q257022
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q49127
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q13371
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q3958022
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q294834
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/requiredtriggered
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q788331
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q492
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q224617
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q146654
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q456157
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/S3_-_Simple_Storage_Service
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q838828
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q2063
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q2641220
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q35127
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q37122
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q1137469
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q245906
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q8513
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q33268
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q1445
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q315
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/custom_applications
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q1696827
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/pay_per_query
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q235557
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q233727
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q437742
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q8567
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q2004
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q956
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q148
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q1127460
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q1172284
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/S3_Bucket
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q987767
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q232576
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q203
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/Select_all_the_values_as_indicated_in_the_image
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q478798
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/Create_a_new_database
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q110484567
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/Database_Name
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/Table_Name
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q14749
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/location_directory
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/Select_Next
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q23488
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/Data_Format
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q23350
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/Bulk_add_Columns
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q32043
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/create_partitions
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/Create_Table
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q4817
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q343131
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q28956992
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q437
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q215
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/API_Gateway
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q212108
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q440309
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q10897
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q217602
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/analytical_products
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q28643
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/Engineering_Team
201907_runsqloncloud.pdf,http://www.wikidata.org/wiki/Q11023
201908_nosql.pdf,http://www.wikidata.org/wiki/Q906118
201908_nosql.pdf,http://www.themathcompany.com/cognition/NoSQL_in_the_Wild
201908_nosql.pdf,http://www.wikidata.org/wiki/Q5446584
201908_nosql.pdf,http://www.wikidata.org/wiki/Q105534017
201908_nosql.pdf,http://www.wikidata.org/wiki/Q2308809
201908_nosql.pdf,http://www.wikidata.org/wiki/Q254390
201908_nosql.pdf,http://www.themathcompany.com/cognition/Monday_morning
201908_nosql.pdf,http://www.wikidata.org/wiki/Q105
201908_nosql.pdf,http://www.themathcompany.com/cognition/fitness_accessories
201908_nosql.pdf,http://www.wikidata.org/wiki/Q339084
201908_nosql.pdf,http://www.wikidata.org/wiki/Q49127
201908_nosql.pdf,http://www.wikidata.org/wiki/Q13371
201908_nosql.pdf,http://www.wikidata.org/wiki/Q9158
201908_nosql.pdf,http://www.wikidata.org/wiki/Q83760
201908_nosql.pdf,http://www.themathcompany.com/cognition/Meeting_request
201908_nosql.pdf,http://www.wikidata.org/wiki/Q49845
201908_nosql.pdf,http://www.wikidata.org/wiki/Q2294894
201908_nosql.pdf,http://www.themathcompany.com/cognition/automated_message
201908_nosql.pdf,http://www.wikidata.org/wiki/Q361
201908_nosql.pdf,http://www.wikidata.org/wiki/Q362
201908_nosql.pdf,http://www.wikidata.org/wiki/Q918
201908_nosql.pdf,http://www.wikidata.org/wiki/Q355
201908_nosql.pdf,http://www.wikidata.org/wiki/Q294433
201908_nosql.pdf,http://www.themathcompany.com/cognition/B.B.Fit
201908_nosql.pdf,http://www.wikidata.org/wiki/Q95
201908_nosql.pdf,http://www.wikidata.org/wiki/Q187639
201908_nosql.pdf,http://www.wikidata.org/wiki/Q523402
201908_nosql.pdf,http://www.wikidata.org/wiki/Q12147
201908_nosql.pdf,http://www.wikidata.org/wiki/Q692
201908_nosql.pdf,http://www.wikidata.org/wiki/Q730212
201908_nosql.pdf,http://www.themathcompany.com/cognition/step_counting
201908_nosql.pdf,http://www.wikidata.org/wiki/Q1128697
201908_nosql.pdf,http://www.wikidata.org/wiki/Q49117
201908_nosql.pdf,http://www.wikidata.org/wiki/Q1329269
201908_nosql.pdf,http://www.themathcompany.com/cognition/track_their_steps
201908_nosql.pdf,http://www.wikidata.org/wiki/Q6537379
201908_nosql.pdf,http://www.wikidata.org/wiki/Q8567
201908_nosql.pdf,http://www.wikidata.org/wiki/Q2004
201908_nosql.pdf,http://www.themathcompany.com/cognition/ChemCo
201908_nosql.pdf,http://www.themathcompany.com/cognition/counting_and_reporting_their_steps
201908_nosql.pdf,http://www.wikidata.org/wiki/Q956
201908_nosql.pdf,http://www.wikidata.org/wiki/Q148
201908_nosql.pdf,http://www.wikidata.org/wiki/Q289
201908_nosql.pdf,http://www.wikidata.org/wiki/Q202833
201908_nosql.pdf,http://www.wikidata.org/wiki/Q109406
201908_nosql.pdf,http://www.wikidata.org/wiki/Q17126099
201908_nosql.pdf,http://www.wikidata.org/wiki/Q456120
201908_nosql.pdf,http://www.wikidata.org/wiki/Q49008
201908_nosql.pdf,http://www.wikidata.org/wiki/Q8074
201908_nosql.pdf,http://www.wikidata.org/wiki/Q42848
201908_nosql.pdf,http://www.wikidata.org/wiki/Q126793
201908_nosql.pdf,http://www.wikidata.org/wiki/Q1137469
201908_nosql.pdf,http://www.wikidata.org/wiki/Q858810
201908_nosql.pdf,http://www.wikidata.org/wiki/Q6554155
201908_nosql.pdf,http://www.themathcompany.com/cognition/analysed
201908_nosql.pdf,http://www.wikidata.org/wiki/Q233269
201908_nosql.pdf,http://www.wikidata.org/wiki/Q2085877
201908_nosql.pdf,http://www.themathcompany.com/cognition/sales_numbers
201908_nosql.pdf,http://www.wikidata.org/wiki/Q235660
201908_nosql.pdf,http://www.wikidata.org/wiki/Q3335
201908_nosql.pdf,http://www.wikidata.org/wiki/Q208460
201908_nosql.pdf,http://www.wikidata.org/wiki/Q19931398
201908_nosql.pdf,http://www.wikidata.org/wiki/Q7390
201908_nosql.pdf,http://www.wikidata.org/wiki/Q9696
201908_nosql.pdf,http://www.wikidata.org/wiki/Q3882219
201908_nosql.pdf,http://www.wikidata.org/wiki/Q1406
201908_nosql.pdf,http://www.wikidata.org/wiki/Q9135
201908_nosql.pdf,http://www.wikidata.org/wiki/Q486487
201908_nosql.pdf,http://www.wikidata.org/wiki/Q1201101
201908_nosql.pdf,http://www.wikidata.org/wiki/Q2233315
201908_nosql.pdf,http://www.wikidata.org/wiki/Q82604
201908_nosql.pdf,http://www.themathcompany.com/cognition/No_sequel
201908_nosql.pdf,http://www.wikidata.org/wiki/Q5669212
201908_nosql.pdf,http://www.wikidata.org/wiki/Q47607
201908_nosql.pdf,http://www.wikidata.org/wiki/Q400708
201908_nosql.pdf,http://www.wikidata.org/wiki/Q8513
201908_nosql.pdf,http://www.wikidata.org/wiki/Q11272
201908_nosql.pdf,http://www.themathcompany.com/cognition/up_for_it
201908_nosql.pdf,http://www.wikidata.org/wiki/Q82231
201908_nosql.pdf,http://www.themathcompany.com/cognition/Ohhh
201908_nosql.pdf,http://www.wikidata.org/wiki/Q398635
201908_nosql.pdf,http://www.themathcompany.com/cognition/non-relational
201908_nosql.pdf,http://www.wikidata.org/wiki/Q192588
201908_nosql.pdf,http://www.wikidata.org/wiki/Q845739
201908_nosql.pdf,http://www.wikidata.org/wiki/Q236973
201908_nosql.pdf,http://www.wikidata.org/wiki/Q1141900
201908_nosql.pdf,http://www.wikidata.org/wiki/Q14749
201908_nosql.pdf,http://www.wikidata.org/wiki/Q4817
201908_nosql.pdf,http://www.themathcompany.com/cognition/rows
201908_nosql.pdf,http://www.themathcompany.com/cognition/NoSQL_database
201908_nosql.pdf,http://www.themathcompany.com/cognition/Werent_you_the_one_just_going_off_about_how_you_were_unable_to_think_about_storing_customer_data
201908_nosql.pdf,http://www.themathcompany.com/cognition/how_you_were_unable_to_think_about_storing_customer_data
201908_nosql.pdf,http://www.wikidata.org/wiki/Q166142
201908_nosql.pdf,http://www.wikidata.org/wiki/Q2011843
201908_nosql.pdf,http://www.wikidata.org/wiki/Q3679160
201908_nosql.pdf,http://www.wikidata.org/wiki/Q226611
201908_nosql.pdf,http://www.themathcompany.com/cognition/tabular_data
201908_nosql.pdf,http://www.wikidata.org/wiki/Q6671777
201908_nosql.pdf,http://www.themathcompany.com/cognition/wide-column_format
201908_nosql.pdf,http://www.wikidata.org/wiki/Q241124
201908_nosql.pdf,http://www.wikidata.org/wiki/Q4818718
201908_nosql.pdf,http://www.wikidata.org/wiki/Q188675
201908_nosql.pdf,http://www.wikidata.org/wiki/Q299807
201908_nosql.pdf,http://www.wikidata.org/wiki/Q281876
201908_nosql.pdf,http://www.wikidata.org/wiki/Q2115
201908_nosql.pdf,http://www.themathcompany.com/cognition/tabular_format
201908_nosql.pdf,http://www.themathcompany.com/cognition/translatable
201908_nosql.pdf,http://www.themathcompany.com/cognition/specialized_database
201908_nosql.pdf,http://www.themathcompany.com/cognition/better_or_worse?
201908_nosql.pdf,http://www.wikidata.org/wiki/Q25294
201908_nosql.pdf,http://www.wikidata.org/wiki/Q161071
201908_nosql.pdf,http://www.wikidata.org/wiki/Q294834
201908_nosql.pdf,"http://www.themathcompany.com/cognition/Atomic,_Consistent,_Isolated_and"
201908_nosql.pdf,http://www.wikidata.org/wiki/Q279242
201908_nosql.pdf,http://www.wikidata.org/wiki/Q10269116
201908_nosql.pdf,"http://www.themathcompany.com/cognition/BASE_Basic_Availability,_Soft-State,_Eventual_Consistency"
201908_nosql.pdf,http://www.wikidata.org/wiki/Q1319773
201908_nosql.pdf,http://www.wikidata.org/wiki/Q384871
201908_nosql.pdf,http://www.wikidata.org/wiki/Q298708
201908_nosql.pdf,http://www.wikidata.org/wiki/Q856032
201908_nosql.pdf,http://www.wikidata.org/wiki/Q65943
201908_nosql.pdf,http://www.themathcompany.com/cognition/transactional_consistency
201908_nosql.pdf,http://www.wikidata.org/wiki/Q39546
201908_nosql.pdf,http://www.themathcompany.com/cognition/right_job
201908_nosql.pdf,http://www.wikidata.org/wiki/Q60
201908_nosql.pdf,http://www.wikidata.org/wiki/Q84
201908_nosql.pdf,http://www.wikidata.org/wiki/Q90
201908_nosql.pdf,http://www.wikidata.org/wiki/Q25110688
201908_nosql.pdf,http://www.themathcompany.com/cognition/storage_technologies
201908_nosql.pdf,http://www.wikidata.org/wiki/Q15663256
201908_nosql.pdf,http://www.wikidata.org/wiki/Q1000371
201908_nosql.pdf,http://www.wikidata.org/wiki/Q258567
201908_nosql.pdf,http://www.wikidata.org/wiki/Q37732
201908_nosql.pdf,http://www.wikidata.org/wiki/Q2438718
201908_nosql.pdf,http://www.wikidata.org/wiki/Q7574031
201908_nosql.pdf,http://www.wikidata.org/wiki/Q9332
201908_nosql.pdf,http://www.wikidata.org/wiki/Q165596
201908_nosql.pdf,http://www.themathcompany.com/cognition/application_object
201908_nosql.pdf,http://www.wikidata.org/wiki/Q485396
201908_nosql.pdf,http://www.themathcompany.com/cognition/unstructured
201908_nosql.pdf,http://www.themathcompany.com/cognition/voice_input
201908_nosql.pdf,http://www.themathcompany.com/cognition/Data_capture
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Product_in_Practice
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q3401405
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q26256512
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q190258
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q1796457
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q2097626
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q5418725
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/evolve_over_time
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q164359
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q205961
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q82604
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q1002975
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q11424
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q1780667
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q79759
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q28754
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Visualize_it
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/break_it
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Rome_wasnt_built_in_a_day
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q3612216
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q1344886
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q269608
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/predict_the_future_accurately
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/accurately
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q3
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q316
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q361
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q362
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/the_future_would_be_like
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q1714531
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Breaking_it_into_smaller_components
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q403758
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/items_that_will_help
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q901875
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q4503831
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/grand_vision
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/business_leaders
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q323
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q3705086
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q37813
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q652965
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q1543216
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/VyowPMW7U48
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q230175
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q8045802
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q299427
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q29915750
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q2397602
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q6331071
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q85782922
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/the_question_that_perplexed_a_lot_of_brains_for_almost_two_years
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/almost_two_years
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q460387
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/product_team
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q258567
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Why_they_do_what_they_do
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q1382703
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q852835
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q203363
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q6136054
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/VG62HrubdD6o
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q201
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Cross-functional
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q7669922
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q8567
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q2004
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q188561
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q847
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q41487
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q49127
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q13371
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/bun_dresser
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/multi_mixer
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q60
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q11299
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q11023
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q742736
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/blinkered
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/who_are_these_brothers?
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q10861465
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/VAX2uz2XYkbo
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q202
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q194112
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q445415
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q404866
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q5372
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q956
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q148
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/best_we_can_be
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/truest_values
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Product_team
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/big_why
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q7981
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/product_decisions
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/interactions_with_your_customers
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q353589
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/VznyAnWUYf2g
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q203
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/cut_the_waste
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q45701
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q233269
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q7312191
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q327245
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q16782317
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q146654
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q730920
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q3049084
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q1624317
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/up_to_you
201910_productinpractice.pdf,"http://www.themathcompany.com/cognition/Adapt,_Survive,_Succeed"
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q190580
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q483921
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q104482419
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Spearing_fish
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/making_fires
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q1663740
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Product_leader
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/user_feedback
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q913709
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q42240
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q218734
201910_productinpractice.pdf,http://www.wikidata.org/wiki/Q1165897
