asset_name,source_uri,source_name,edge_pcode,edge_name,target_uri,target_name
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/Bulk_add_Columns,Bulk add Columns,P527,has part,http://www.wikidata.org/wiki/Q32043,Add
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/Bulk_add_Columns,Bulk add Columns,P2283,uses,http://www.wikidata.org/wiki/Q298708,partitions
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/Create_Table,Create Table,P31,instance of,http://www.wikidata.org/wiki/Q14749,table
201907_runsqloncloud.pdf,http://www.themathcompany.com/cognition/API_Gateway,API Gateway,P366,use,http://www.wikidata.org/wiki/Q212108,authentication
201908_nosql.pdf,http://www.themathcompany.com/cognition/NoSQL_in_the_Wild,NoSQL in the Wild,P31,instance of,http://www.wikidata.org/wiki/Q5446584,fictitious
201908_nosql.pdf,http://www.themathcompany.com/cognition/Monday_morning,Monday morning,P585,point in time,http://www.wikidata.org/wiki/Q105,Monday
201908_nosql.pdf,http://www.themathcompany.com/cognition/fitness_accessories,fitness accessories,P279,subclass of,http://www.wikidata.org/wiki/Q339084,gadgets
201908_nosql.pdf,http://www.themathcompany.com/cognition/B.Fit,B.Fit,P1056,product or material produced,http://www.wikidata.org/wiki/Q298207,trackers
201908_nosql.pdf,http://www.themathcompany.com/cognition/Meeting_requests,Meeting requests,P279,subclass of,http://www.wikidata.org/wiki/Q170124,envelope
201908_nosql.pdf,http://www.themathcompany.com/cognition/B.Fit,B.Fit,P1056,product or material produced,http://www.wikidata.org/wiki/Q339084,gadgets
201908_nosql.pdf,http://www.themathcompany.com/cognition/B.Fit,B.Fit,P31,instance of,http://www.wikidata.org/wiki/Q2294894,bots
201908_nosql.pdf,http://www.themathcompany.com/cognition/step_counting,step counting,P279,subclass of,http://www.wikidata.org/wiki/Q1128697,contest
201908_nosql.pdf,http://www.themathcompany.com/cognition/ChemCo,ChemCo,P31,instance of,http://www.wikidata.org/wiki/Q783794,company
201908_nosql.pdf,http://www.themathcompany.com/cognition/their_team,their team,P527,has part,http://www.wikidata.org/wiki/Q6500754,intern
201908_nosql.pdf,http://www.themathcompany.com/cognition/group_team,group team,P527,has part,http://www.wikidata.org/wiki/Q6500754,intern
201908_nosql.pdf,http://www.themathcompany.com/cognition/blank_wall,blank wall,P461,opposite of,http://www.wikidata.org/wiki/Q327065,TV screen
201908_nosql.pdf,http://www.themathcompany.com/cognition/group_task,group task,P31,instance of,http://www.wikidata.org/wiki/Q224745,tag
201908_nosql.pdf,http://www.themathcompany.com/cognition/B.Fit,B.Fit,P1056,product or material produced,http://www.wikidata.org/wiki/Q17126099,health monitoring
201908_nosql.pdf,http://www.themathcompany.com/cognition/B.Fit,B.Fit,P31,instance of,http://www.wikidata.org/wiki/Q5135711,cloud platform
201908_nosql.pdf,http://www.themathcompany.com/cognition/B.Fit,B.Fit,P1056,product or material produced,http://www.wikidata.org/wiki/Q22645,smartphone
201908_nosql.pdf,http://www.themathcompany.com/cognition/big_data_challenge,big data challenge,P1269,facet of,http://www.wikidata.org/wiki/Q858810,big data
201908_nosql.pdf,http://www.themathcompany.com/cognition/analysed,analysed,pcode,studies,http://www.wikidata.org/wiki/Q42848,data
201908_nosql.pdf,http://www.themathcompany.com/cognition/sales_numbers,sales numbers,P31,instance of,http://www.wikidata.org/wiki/Q235660,metric
201908_nosql.pdf,http://www.themathcompany.com/cognition/the_newest_member_of_their_team,the newest member of their team,pcode,present in work,http://www.wikidata.org/wiki/Q552754,Excuse
201908_nosql.pdf,http://www.themathcompany.com/cognition/No_S_-_Q_-_L,No S - Q - L,P361,part of,http://www.wikidata.org/wiki/Q47607,SQL
201908_nosql.pdf,http://www.themathcompany.com/cognition/Ohhh,Ohhh,P31,instance of,http://www.wikidata.org/wiki/Q82231,NoSQL
201908_nosql.pdf,http://www.themathcompany.com/cognition/NoSQL_database,NoSQL database,P461,opposite of,http://www.wikidata.org/wiki/Q192588,relational database
201908_nosql.pdf,http://www.themathcompany.com/cognition/non_-_SQL,non - SQL,P461,opposite of,http://www.wikidata.org/wiki/Q192588,relational database
201908_nosql.pdf,http://www.themathcompany.com/cognition/rows,rows,P361,part of,http://www.wikidata.org/wiki/Q14749,tables
201908_nosql.pdf,http://www.themathcompany.com/cognition/key_-_value_pair,key - value pair,P279,subclass of,http://www.wikidata.org/wiki/Q56278300,customer data
201908_nosql.pdf,http://www.themathcompany.com/cognition/key_-_value_pair,key - value pair,P279,subclass of,http://www.wikidata.org/wiki/Q188675,signature
201908_nosql.pdf,http://www.themathcompany.com/cognition/specialized_databases,specialized databases,P279,subclass of,http://www.wikidata.org/wiki/Q8513,databases
201908_nosql.pdf,http://www.themathcompany.com/cognition/application_requirements,application requirements,P527,has part,http://www.wikidata.org/wiki/Q8513,database
201908_nosql.pdf,http://www.themathcompany.com/cognition/BASE_Basic_Availability,BASE Basic Availability,P279,subclass of,http://www.wikidata.org/wiki/Q82231,NoSQL
201908_nosql.pdf,http://www.themathcompany.com/cognition/Soft_-_State,Soft - State,P279,subclass of,http://www.wikidata.org/wiki/Q82231,NoSQL
201908_nosql.pdf,http://www.themathcompany.com/cognition/Basic_Availability,Basic Availability,P279,subclass of,http://www.wikidata.org/wiki/Q82231,NoSQL
201908_nosql.pdf,http://www.themathcompany.com/cognition/transactional_consistency,transactional consistency,P1269,facet of,http://www.wikidata.org/wiki/Q82231,NoSQL
201908_nosql.pdf,http://www.themathcompany.com/cognition/right_job,right job,pcode,item operated,http://www.wikidata.org/wiki/Q39546,tool
201908_nosql.pdf,http://www.themathcompany.com/cognition/NoSQL_database,NoSQL database,P461,opposite of,http://www.wikidata.org/wiki/Q192588,RDBMS
201908_nosql.pdf,http://www.themathcompany.com/cognition/profile_management,profile management,P31,instance of,http://www.wikidata.org/wiki/Q613417,use case
201908_nosql.pdf,http://www.themathcompany.com/cognition/specialized_database,specialized database,P366,use,http://www.wikidata.org/wiki/Q165596,Caching
201908_nosql.pdf,http://www.themathcompany.com/cognition/tabular_storage_format,tabular storage format,P279,subclass of,http://www.wikidata.org/wiki/Q8513,databases
201908_nosql.pdf,http://www.themathcompany.com/cognition/unstructured,unstructured,P279,subclass of,http://www.wikidata.org/wiki/Q42848,data
201908_nosql.pdf,http://www.themathcompany.com/cognition/unstructured,unstructured,P279,subclass of,http://www.wikidata.org/wiki/Q1172480,data model
201908_nosql.pdf,http://www.themathcompany.com/cognition/fitness_accessories,fitness accessories,P279,subclass of,http://www.wikidata.org/wiki/Q18960408,devices
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/evolve_over_time,evolve over time,P1269,facet of,http://www.wikidata.org/wiki/Q2005683,Customer needs
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Product_in_Practice,Product in Practice,P279,subclass of,http://www.wikidata.org/wiki/Q1002975,build
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Product_in_Practice,Product in Practice,P279,subclass of,http://www.wikidata.org/wiki/Q2920921,management
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Rome_was_nt_built_in_a_day,Rome was nt built in a day,P1889,different from,http://www.wikidata.org/wiki/Q3612216,all at once
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/reverse_engineer_life,reverse engineer life,P1269,facet of,http://www.wikidata.org/wiki/Q269608,reverse engineer
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/minimum_viable,minimum viable,P279,subclass of,http://www.wikidata.org/wiki/Q1543216,iterative development
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/minimum_valuable_product,minimum valuable product,P279,subclass of,http://www.wikidata.org/wiki/Q1543216,iterative development
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/the_big_why,the big why,P31,instance of,http://www.wikidata.org/wiki/Q189756,question
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Product_in_Practice,Product in Practice,P1056,product or material produced,http://www.wikidata.org/wiki/Q1796457,product
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/user_lives,user lives,P527,has part,http://www.wikidata.org/wiki/Q852835,Customer
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/bun_dresser,bun dresser,P361,part of,http://www.wikidata.org/wiki/Q43164,kitchen
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/multi_mixer,multi mixer,P361,part of,http://www.wikidata.org/wiki/Q43164,kitchen
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/pickle_guy,pickle guy,P361,part of,http://www.wikidata.org/wiki/Q43164,kitchen
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/fry_rack_operator,fry rack operator,P361,part of,http://www.wikidata.org/wiki/Q43164,kitchen
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/big_why,big why,P1269,facet of,http://www.wikidata.org/wiki/Q7981,companys
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Product_in_Practice,Product in Practice,P1269,facet of,http://www.wikidata.org/wiki/Q852835,customers
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Cut_the_waste,Cut the waste,P921,main subject,http://www.wikidata.org/wiki/Q45701,waste
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Cut_the_waste,Cut the waste,pcode,genre,http://www.wikidata.org/wiki/Q93204,documentary
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Product_in_Practice,Product in Practice,P279,subclass of,http://www.wikidata.org/wiki/Q233269,promotion
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Product_in_Practice,Product in Practice,P279,subclass of,http://www.wikidata.org/wiki/Q2177843,ruthless
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/adapted_to_the_islands_meagre_living_conditions,adapted to the islands meagre living conditions,P279,subclass of,http://www.wikidata.org/wiki/Q104482419,survival
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Embrace_the_power_of_stories,Embrace the power of stories,P1269,facet of,http://www.wikidata.org/wiki/Q958511,stories
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/Embrace_the_power_of_stories,Embrace the power of stories,P1269,facet of,http://www.wikidata.org/wiki/Q958511,story
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/the_greatest_story,the greatest story,P279,subclass of,http://www.wikidata.org/wiki/Q958511,story
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/technical_risk,technical risk,P279,subclass of,http://www.wikidata.org/wiki/Q104493,risk
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/resonates,resonates,P279,subclass of,http://www.wikidata.org/wiki/Q958511,story
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/compelling_story,compelling story,P279,subclass of,http://www.wikidata.org/wiki/Q958511,story
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/market_innovations,market innovations,P361,part of,http://www.wikidata.org/wiki/Q476300,competition
201910_productinpractice.pdf,http://www.themathcompany.com/cognition/market_innovations,market innovations,P279,subclass of,http://www.wikidata.org/wiki/Q476300,competition
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/All_About_DevOps,All About DevOps,P921,main subject,http://www.wikidata.org/wiki/Q3025536,DevOps
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/continuous_software_development,continuous software development,P460,said to be the same as,http://www.wikidata.org/wiki/Q382618,continuous
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/Continuous_Integration_CI,Continuous Integration CI,P1269,facet of,http://www.wikidata.org/wiki/Q2507377,Continuous delivery
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/Continuous_Integration_CI,Continuous Integration CI,P31,instance of,http://www.wikidata.org/wiki/Q219118,CI
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/Continuous_Integration_CI,Continuous Integration CI,P1269,facet of,http://www.wikidata.org/wiki/Q965769,Continuous Integration
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/continuous_Continuous_Integration,continuous Continuous Integration,P361,part of,http://www.wikidata.org/wiki/Q30232,agile development
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/Continuous_Delivery_CD,Continuous Delivery CD,P366,use,http://www.wikidata.org/wiki/Q965769,Continuous Integration
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/feature_update,feature update,P361,part of,http://www.wikidata.org/wiki/Q351889,release
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/Continuous_Delivery_CD,Continuous Delivery CD,P279,subclass of,http://www.wikidata.org/wiki/Q2507377,Continuous Delivery
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/DevOps_Research_and_Assessment_DORA_report,DevOps Research and Assessment DORA report,P921,main subject,http://www.wikidata.org/wiki/Q3025536,DevOps
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/DevOps_Research_and_Assessment,DevOps Research and Assessment,P921,main subject,http://www.wikidata.org/wiki/Q3025536,DevOps
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/changefailure,changefailure,P1269,facet of,http://www.wikidata.org/wiki/Q7397,software
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/High_-_performing_organizations,High - performing organizations,P1269,facet of,http://www.wikidata.org/wiki/Q392536,Stability
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/ML_learning,ML learning,P527,has part,http://www.wikidata.org/wiki/Q197536,deep learning
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/ML_engineers,ML engineers,P425,field of this occupation,http://www.wikidata.org/wiki/Q219113,ML
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/termination_of_instances,termination of instances,P361,part of,http://www.wikidata.org/wiki/Q3025536,DevOps
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/container_management,container management,P1269,facet of,http://www.wikidata.org/wiki/Q987767,Containers
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/ML_learning,ML learning,P366,use,http://www.wikidata.org/wiki/Q3025536,DevOps
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/ML_learning,ML learning,P279,subclass of,http://www.wikidata.org/wiki/Q2374463,Data scientist
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/Data_operator,Data operator,P3095,practiced by,http://www.wikidata.org/wiki/Q2374463,Data scientist
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/business_outcome,business outcome,P828,has cause,http://www.wikidata.org/wiki/Q11024,Communication
201911_allaboutdevops.pdf,http://www.themathcompany.com/cognition/cross_functional_teams,cross functional teams,P1889,different from,http://www.wikidata.org/wiki/Q1208467,silos
201912_alexa.pdf,http://www.themathcompany.com/cognition/Alexa_work,Alexa work,P1535,used by,http://www.wikidata.org/wiki/Q352888,Alexa
201912_alexa.pdf,http://www.themathcompany.com/cognition/weather_like_in_Bangalore,weather like in Bangalore,P1269,facet of,http://www.wikidata.org/wiki/Q352888,Alexa
201912_alexa.pdf,http://www.themathcompany.com/cognition/ASR_Automatic_Speech_Recognition,ASR Automatic Speech Recognition,P31,instance of,http://www.wikidata.org/wiki/Q11016,technology
201912_alexa.pdf,http://www.themathcompany.com/cognition/ASR_Automatic_Speech_Recognition,ASR Automatic Speech Recognition,P1269,facet of,http://www.wikidata.org/wiki/Q30642,Natural Language Processing
201912_alexa.pdf,http://www.themathcompany.com/cognition/Architecture_of_Alexa,Architecture of Alexa,P1269,facet of,http://www.wikidata.org/wiki/Q352888,Alexa
201912_alexa.pdf,http://www.themathcompany.com/cognition/7_speakers,7 speakers,P1535,used by,http://www.wikidata.org/wiki/Q352888,Alexa
201912_alexa.pdf,http://www.themathcompany.com/cognition/wake_word,wake word,P1535,used by,http://www.wikidata.org/wiki/Q352888,Alexa
201912_alexa.pdf,http://www.themathcompany.com/cognition/invocation_name_and_utterance,invocation name and utterance,P1535,used by,http://www.wikidata.org/wiki/Q352888,Alexa
201912_alexa.pdf,http://www.themathcompany.com/cognition/invocated,invocated,P279,subclass of,http://www.wikidata.org/wiki/Q205961,skill
201912_alexa.pdf,http://www.themathcompany.com/cognition/invocated,invocated,P279,subclass of,http://www.wikidata.org/wiki/Q258403,utterance
201912_alexa.pdf,http://www.themathcompany.com/cognition/web_service_request,web service request,P1542,has effect,http://www.wikidata.org/wiki/Q1650182,response
201912_alexa.pdf,http://www.themathcompany.com/cognition/Uber_skill,Uber skill,pcode,platform,http://www.wikidata.org/wiki/Q352888,Alexa
201912_alexa.pdf,http://www.themathcompany.com/cognition/predict_if_a_user_has_a_cold,predict if a user has a cold,P1269,facet of,http://www.wikidata.org/wiki/Q352888,Alexa
201912_alexa.pdf,http://www.themathcompany.com/cognition/visualizations,visualizations,P279,subclass of,http://www.wikidata.org/wiki/Q782543,graphical interface
201912_alexa.pdf,http://www.themathcompany.com/cognition/reporting_dashboards,reporting dashboards,P361,part of,http://www.wikidata.org/wiki/Q1417134,dashboards
201912_alexa.pdf,http://www.themathcompany.com/cognition/sales_numbers,sales numbers,P279,subclass of,http://www.wikidata.org/wiki/Q1696827,visualization
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Data_is_the_new_oil,Data is the new oil,P1269,facet of,http://www.wikidata.org/wiki/Q42848,Data
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Data_is_the_new_oil,Data is the new oil,P1269,facet of,http://www.wikidata.org/wiki/Q42962,oil
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/The_Problem_with_the_Problem_Statement,The Problem with the Problem Statement,P366,use,http://www.wikidata.org/wiki/Q870780,chatbots
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/The_Problem_with_the_Problem_Statement,The Problem with the Problem Statement,P31,instance of,http://www.wikidata.org/wiki/Q4374193,Problem Statement
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/tools_available_in_the_industry,tools available in the industry,P360,is a list of,http://www.wikidata.org/wiki/Q39546,tools
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Framework_for_OCR_use,Framework for OCR use,P366,use,http://www.wikidata.org/wiki/Q404273,OCR
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Framework_for_OCR_use_cases,Framework for OCR use cases,P366,use,http://www.wikidata.org/wiki/Q404273,OCR
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Pre_-_processing,Pre - processing,P279,subclass of,http://www.wikidata.org/wiki/Q1053535,processing
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/sub_-_optimal,sub - optimal,P279,subclass of,http://www.wikidata.org/wiki/Q298413,quality
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/ink_over_the_content,ink over the content,P279,subclass of,http://www.wikidata.org/wiki/Q478798,Image
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Pre_-_processing,Pre - processing,P279,subclass of,http://www.wikidata.org/wiki/Q298413,quality
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Images_pre_-_processing,Images pre - processing,P2283,uses,http://www.wikidata.org/wiki/Q404273,OCR
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Binarization,Binarization,P1269,facet of,http://www.wikidata.org/wiki/Q864118,binary image
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Binarization,Binarization,P279,subclass of,http://www.wikidata.org/wiki/Q322481,Resizing
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/base_size,base size,P279,subclass of,http://www.wikidata.org/wiki/Q322481,Resizing
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Images_shaping,Images shaping,P279,subclass of,http://www.wikidata.org/wiki/Q234757,Transformations
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Text_out_of_an_image,Text out of an image,P279,subclass of,http://www.wikidata.org/wiki/Q1259977,extract
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Character_Region_Awareness_for_Text_Detection,Character Region Awareness for Text Detection,P527,has part,http://www.wikidata.org/wiki/Q404273,OCR
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Character_Region_Awareness_for_Text_Detection,Character Region Awareness for Text Detection,P31,instance of,http://www.wikidata.org/wiki/Q404273,OCR
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/vertical_lines,vertical lines,P461,opposite of,http://www.wikidata.org/wiki/Q97738996,Horizontal
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/minimum_bounding_rectangles,minimum bounding rectangles,P279,subclass of,http://www.wikidata.org/wiki/Q6865426,bounding box
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/detecting_bounding_box,detecting bounding box,P1269,facet of,http://www.wikidata.org/wiki/Q6865426,bounding box
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Text_Extraction,Text Extraction,P1269,facet of,http://www.wikidata.org/wiki/Q6865426,bounding box
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/PyTesseract,PyTesseract,P366,use,http://www.wikidata.org/wiki/Q404273,OCR
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/key_-_value_pair,key - value pair,P279,subclass of,http://www.wikidata.org/wiki/Q15300189,extracted
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/key_-_value_pair,key - value pair,P361,part of,http://www.wikidata.org/wiki/Q8513,database
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Key_-_Value,Key - Value,P1269,facet of,http://www.wikidata.org/wiki/Q227935,NLP
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/types_of_Images,types of Images,P279,subclass of,http://www.wikidata.org/wiki/Q478798,Images
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Handwritten_form,Handwritten form,P279,subclass of,http://www.wikidata.org/wiki/Q1689278,Text
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Pyimagesearch,Pyimagesearch,P366,use,http://www.wikidata.org/wiki/Q404273,OCR
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Pyimagesearch,Pyimagesearch,pcode,field of work,http://www.wikidata.org/wiki/Q404273,OCR
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/Extracting_Text_from_PDF,Extracting Text from PDF,P279,subclass of,http://www.wikidata.org/wiki/Q404273,OCR
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/PyPDF2,PyPDF2,P366,use,http://www.wikidata.org/wiki/Q42332,PDF
201912_opticalcharacterrecognition.pdf,http://www.themathcompany.com/cognition/PDFMiner,PDFMiner,P366,use,http://www.wikidata.org/wiki/Q42332,PDF
202002_namedentityrecognition.pdf,http://www.themathcompany.com/cognition/entitiessubject,entitiessubject,P361,part of,http://www.wikidata.org/wiki/Q42848,data
202002_namedentityrecognition.pdf,http://www.themathcompany.com/cognition/classic_question,classic question,P279,subclass of,http://www.wikidata.org/wiki/Q189756,question
202002_namedentityrecognition.pdf,http://www.themathcompany.com/cognition/identify_dates,identify dates,P279,subclass of,http://www.wikidata.org/wiki/Q1689278,text
